id,author,Party,State,date,frame,stance,reasoning
13,BennieGThompson,D,MS,Wed Jun 23 15:04:39 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the safety and effectiveness of the COVID-19 vaccine, encouraging vaccination."
14,BennieGThompson,D,MS,Thu Jun 10 14:08:21 +0000 2021,medical,pro_vaccine,"The tweet praises efforts to provide vaccines, indicating support for vaccination initiatives."
15,BennieGThompson,D,MS,Tue Jun 08 15:13:33 +0000 2021,other,mixed_or_unclear,The tweet questions the decision to return vaccines without clearly supporting or opposing vaccination.
16,BennieGThompson,D,MS,Fri May 28 17:35:16 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet suggests a coverup, implying distrust in the information about vaccines."
17,BennieGThompson,D,MS,Tue Apr 27 16:21:36 +0000 2021,medical,pro_vaccine,"The tweet highlights the number of vaccine doses administered and the fully vaccinated population, promoting vaccination as a positive public health achievement."
18,BennieGThompson,D,MS,Mon Apr 19 13:58:16 +0000 2021,medical,pro_vaccine,The tweet encourages vaccination for public health and community protection.
19,BennieGThompson,D,MS,Wed Apr 14 13:39:23 +0000 2021,medical,pro_vaccine,"The tweet references a health officer reassuring vaccine recipients about safety, indicating support for vaccination."
20,BennieGThompson,D,MS,Wed Feb 24 15:49:32 +0000 2021,medical,pro_vaccine,"The tweet discusses the expansion of vaccine distribution as part of a relief package, indicating support for vaccination efforts."
21,BennieGThompson,D,MS,Wed Feb 24 01:40:39 +0000 2021,other,mixed_or_unclear,"The tweet does not directly address vaccines but critiques a senator's claims, making the stance and frame unclear."
22,BennieGThompson,D,MS,Fri Feb 19 18:50:39 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the importance of vaccine access for rebuilding the economy, indicating support for vaccination."
23,BennieGThompson,D,MS,Wed Feb 10 16:49:15 +0000 2021,other,mixed_or_unclear,The tweet highlights access issues without clearly supporting or opposing vaccination.
24,BennieGThompson,D,MS,Tue Feb 09 18:27:18 +0000 2021,other,mixed_or_unclear,The tweet simply shares information about vaccine availability without expressing a clear stance on vaccination.
25,BennieGThompson,D,MS,Tue Jan 12 01:04:31 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet suggests a belief in a conspiracy regarding the motives of those calling for healing, which aligns with anti-vaccine sentiments."
26,BennieGThompson,D,MS,Fri Dec 18 23:13:11 +0000 2020,medical,pro_vaccine,"The tweet expresses pride in receiving the vaccine, indicating support for vaccination and its medical guidance."
27,BennieGThompson,D,MS,Mon Oct 19 14:19:47 +0000 2020,medical,pro_vaccine,"The tweet discusses the need for a vaccine in the context of increasing infections, implying support for vaccination as a public health measure."
28,BennieGThompson,D,MS,Tue May 12 15:17:09 +0000 2020,medical,pro_vaccine,"The tweet emphasizes vaccine development for public safety and security, indicating support for vaccination."
29,BennieGThompson,D,MS,Thu Mar 05 11:53:41 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet criticizes the labeling of facts as a 'hoax,' which suggests a stance against misinformation often associated with anti-vaccine rhetoric."
30,BennieGThompson,D,MS,Fri Feb 14 01:45:58 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet suggests that the pushback against vaccines is a planned deception, indicating a belief in conspiracy theories surrounding vaccination efforts."
31,BennieGThompson,D,MS,Sun Feb 02 17:04:36 +0000 2020,other,mixed_or_unclear,The tweet does not address vaccines directly and focuses on political accountability instead.
32,BennieGThompson,D,MS,Sun Feb 02 16:34:45 +0000 2020,other,mixed_or_unclear,"The tweet does not directly address vaccines or their related issues, focusing instead on political behavior."
33,BennieGThompson,D,MS,Tue Jan 21 14:50:47 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet suggests a belief in a conspiracy regarding trials, implying distrust in the vaccine process."
34,BennieGThompson,D,MS,Mon Dec 09 20:38:37 +0000 2019,conspiracy_misinfo,anti_vaccine,"The tweet dismisses concerns about vaccine mandates as 'fake outrage', suggesting a belief in misinformation surrounding the issue."
35,BennieGThompson,D,MS,Sun Nov 17 21:15:22 +0000 2019,other,mixed_or_unclear,"The tweet does not provide clear information about vaccines or their effectiveness, making the stance and frame ambiguous."
36,BennieGThompson,D,MS,Fri Feb 15 18:54:13 +0000 2019,conspiracy_misinfo,anti_vaccine,"The tweet suggests a belief in a fabricated crisis, which aligns with conspiracy framing and implies skepticism towards the government's actions regarding vaccines."
37,BennieGThompson,D,MS,Fri Feb 15 16:46:59 +0000 2019,conspiracy_misinfo,anti_vaccine,"The tweet references a statement by Trump and uses the hashtag #FakeTrump, suggesting skepticism towards the vaccine narrative."
38,BettyMcCollum04,D,MN,Mon Dec 06 15:59:59 +0000 2021,medical,pro_vaccine,"The tweet highlights the high rate of booster shots in Minnesota, indicating support for vaccination efforts."
39,BettyMcCollum04,D,MN,Wed Nov 03 15:48:54 +0000 2021,medical,pro_vaccine,"The tweet discusses the availability of children's Pfizer vaccine doses, indicating support for vaccination efforts."
40,BettyMcCollum04,D,MN,Mon Nov 01 00:26:00 +0000 2021,medical,pro_vaccine,"The tweet provides information about COVID-19 vaccines for children, indicating a supportive stance on vaccination."
41,BettyMcCollum04,D,MN,Sat Oct 30 18:27:00 +0000 2021,other,mixed_or_unclear,The tweet mentions uncertainty about getting a booster shot without clearly promoting or discouraging vaccination.
42,BettyMcCollum04,D,MN,Sat Oct 23 17:10:00 +0000 2021,medical,pro_vaccine,"The tweet encourages vaccination for a specific age group, highlighting the importance of completing the vaccine series."
43,BettyMcCollum04,D,MN,Sun Oct 03 16:29:00 +0000 2021,medical,pro_vaccine,"The tweet promotes the availability of COVID-19 booster shots, encouraging vaccination."
44,BettyMcCollum04,D,MN,Wed Sep 29 19:05:02 +0000 2021,conspiracy_misinfo,pro_vaccine,"The tweet supports the ban on vaccine misinformation, indicating a pro-vaccine stance."
45,BettyMcCollum04,D,MN,Fri Sep 17 17:41:00 +0000 2021,medical,pro_vaccine,"The tweet discusses using federal aid to promote vaccine incentives in communities affected by the pandemic, indicating support for vaccination efforts."
46,BettyMcCollum04,D,MN,Fri Sep 10 23:07:00 +0000 2021,medical,pro_vaccine,The tweet promotes vaccination by using a positive hashtag and encourages people to get vaccinated.
47,BettyMcCollum04,D,MN,Mon Aug 23 16:48:26 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the safety and effectiveness of the Pfizer COVID-19 vaccine, supporting vaccination."
48,BettyMcCollum04,D,MN,Tue Aug 17 18:45:35 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the importance of regular testing for school-age children who are not yet eligible for vaccination, suggesting a focus on public health and safety."
49,BettyMcCollum04,D,MN,Wed Aug 11 18:01:59 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the benefits and safety of the COVID-19 vaccine for pregnant individuals, supporting vaccination."
50,BettyMcCollum04,D,MN,Mon Aug 09 15:42:00 +0000 2021,medical,pro_vaccine,The tweet emphasizes the critical importance of vaccines for community health.
51,BettyMcCollum04,D,MN,Mon Aug 02 20:34:12 +0000 2021,medical,pro_vaccine,"The tweet highlights the achievement of vaccination goals, emphasizing progress in public health."
52,BettyMcCollum04,D,MN,Sun Aug 01 15:32:00 +0000 2021,mandate_rights,pro_vaccine,"The tweet promotes vaccination by offering an incentive, framing it within the context of personal choice and government action."
53,BettyMcCollum04,D,MN,Fri Jul 09 16:38:41 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the importance of receiving the second shot of the vaccine based on a new study, supporting vaccination."
54,BettyMcCollum04,D,MN,Sat Jul 03 14:35:00 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the importance of community partnerships in addressing vaccine hesitancy, which supports vaccination efforts."
55,BettyMcCollum04,D,MN,Thu Jul 01 18:41:49 +0000 2021,medical,pro_vaccine,"The tweet celebrates reaching a vaccination milestone, indicating support for vaccination efforts."
56,BettyMcCollum04,D,MN,Thu Jun 24 16:31:37 +0000 2021,other,mixed_or_unclear,The tweet does not directly address vaccines but rather comments on political actions related to democracy.
57,BettyMcCollum04,D,MN,Wed Jun 09 15:42:11 +0000 2021,medical,pro_vaccine,"The tweet promotes free vaccine clinics, indicating support for vaccination efforts."
58,BettyMcCollum04,D,MN,Thu Jun 03 15:12:06 +0000 2021,medical,pro_vaccine,"The tweet provides information about vaccine availability, supporting vaccination efforts."
59,BettyMcCollum04,D,MN,Fri May 28 17:20:16 +0000 2021,medical,pro_vaccine,The tweet encourages vaccination by promoting eligibility for a reward for those who get vaccinated.
60,BettyMcCollum04,D,MN,Thu May 27 21:58:47 +0000 2021,medical,pro_vaccine,The tweet promotes a vaccine site and encourages vaccination by mentioning walk-ins for the J&J vaccine.
61,BettyMcCollum04,D,MN,Fri May 21 13:28:39 +0000 2021,medical,pro_vaccine,"The tweet promotes vaccine availability, indicating support for vaccination efforts."
62,BettyMcCollum04,D,MN,Tue May 11 01:36:31 +0000 2021,medical,pro_vaccine,"The tweet discusses the FDA's authorization of a COVID vaccine, highlighting its medical approval for children, which supports vaccination."
63,BettyMcCollum04,D,MN,Thu May 06 21:20:52 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the vaccine's role in keeping people safe and saving lives, indicating support for vaccination."
64,BettyMcCollum04,D,MN,Mon May 03 00:30:00 +0000 2021,medical,pro_vaccine,"The tweet highlights vaccination rates and the support provided by the American Rescue Plan, indicating a positive stance towards vaccination."
65,BettyMcCollum04,D,MN,Sat May 01 14:32:00 +0000 2021,medical,pro_vaccine,"The tweet encourages vaccination for teens based on rising infections, highlighting public health concerns."
66,BettyMcCollum04,D,MN,Thu Apr 29 18:08:36 +0000 2021,medical,pro_vaccine,The tweet emphasizes the effectiveness of vaccines in controlling the pandemic and saving lives.
67,BettyMcCollum04,D,MN,Tue Apr 27 16:58:51 +0000 2021,medical,pro_vaccine,"The tweet encourages scheduling a COVID-19 vaccine, highlighting its availability and promoting vaccination."
68,BettyMcCollum04,D,MN,Mon Apr 26 18:18:37 +0000 2021,medical,pro_vaccine,"The tweet promotes vaccine appointments, indicating support for vaccination efforts."
69,BettyMcCollum04,D,MN,Wed Apr 21 20:13:31 +0000 2021,medical,pro_vaccine,"The tweet highlights the achievement of vaccine administration, indicating support for vaccination efforts."
70,BettyMcCollum04,D,MN,Tue Apr 13 19:43:05 +0000 2021,medical,pro_vaccine,"The tweet discusses the federal pause on the J&J vaccine and implies the importance of communication regarding vaccination, indicating support for vaccination efforts."
71,BettyMcCollum04,D,MN,Mon Apr 05 17:49:32 +0000 2021,medical,pro_vaccine,"The tweet highlights the availability of COVID-19 vaccines, indicating support for vaccination efforts."
72,BettyMcCollum04,D,MN,Thu Apr 01 14:17:02 +0000 2021,medical,pro_vaccine,The tweet emphasizes the protective benefits of the COVID-19 vaccine for individuals and the community.
73,BettyMcCollum04,D,MN,Tue Mar 30 14:12:30 +0000 2021,medical,pro_vaccine,The tweet promotes vaccine eligibility and encourages vaccination for public health.
74,BettyMcCollum04,D,MN,Tue Mar 30 13:54:19 +0000 2021,medical,pro_vaccine,The tweet informs about vaccine eligibility and encourages vaccination for a specific age group.
75,BettyMcCollum04,D,MN,Sun Mar 28 15:04:00 +0000 2021,medical,pro_vaccine,"The tweet promotes the V-safe app for reporting post-vaccine experiences, indicating support for vaccination and public health monitoring."
76,BettyMcCollum04,D,MN,Fri Mar 26 16:52:10 +0000 2021,medical,pro_vaccine,"The tweet expresses gratitude for expanding vaccine eligibility, indicating support for vaccination efforts."
77,BettyMcCollum04,D,MN,Wed Mar 24 20:03:38 +0000 2021,medical,pro_vaccine,"The tweet promotes a vaccine event, indicating support for vaccination efforts."
78,BettyMcCollum04,D,MN,Fri Mar 19 18:52:00 +0000 2021,medical,pro_vaccine,"The tweet highlights the rapid administration of vaccine doses, indicating support for vaccination efforts."
79,BettyMcCollum04,D,MN,Tue Mar 09 21:33:49 +0000 2021,medical,pro_vaccine,"The tweet highlights the expansion of vaccine access for high-risk individuals, promoting vaccination as a public health measure."
80,BettyMcCollum04,D,MN,Mon Mar 08 01:22:00 +0000 2021,medical,pro_vaccine,"The tweet promotes informational resources about the COVID-19 vaccine, indicating support for vaccination efforts."
81,BettyMcCollum04,D,MN,Sat Mar 06 18:30:27 +0000 2021,medical,pro_vaccine,"The tweet encourages signing up for notifications about getting the COVID-19 vaccine, promoting vaccination."
82,BettyMcCollum04,D,MN,Wed Feb 24 20:37:02 +0000 2021,medical,pro_vaccine,"The tweet expresses support for funding vaccine distribution, indicating a positive stance towards vaccination efforts."
83,BettyMcCollum04,D,MN,Wed Feb 17 19:32:00 +0000 2021,medical,pro_vaccine,"The tweet highlights the vaccination of veterans, emphasizing the positive impact of the COVID-19 vaccine."
84,BettyMcCollum04,D,MN,Thu Feb 11 22:09:20 +0000 2021,medical,pro_vaccine,The tweet emphasizes the safety and effectiveness of COVID-19 vaccines based on extensive research.
85,BettyMcCollum04,D,MN,Sun Feb 07 17:12:00 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet warns about scams related to the COVID vaccine, implying distrust and spreading doubt about the vaccine's legitimacy."
86,BettyMcCollum04,D,MN,Mon Feb 01 21:45:10 +0000 2021,medical,pro_vaccine,"The tweet promotes a resource that helps connect people to vaccination opportunities, indicating support for vaccination."
87,BettyMcCollum04,D,MN,Sat Jan 30 15:13:00 +0000 2021,medical,pro_vaccine,"The tweet provides information about the COVID-19 vaccine rollout, indicating a supportive stance on vaccination efforts."
88,BettyMcCollum04,D,MN,Tue Jan 26 22:24:13 +0000 2021,medical,pro_vaccine,"The tweet addresses questions about the COVID-19 vaccine pilot program, indicating a supportive stance towards providing information about vaccines."
89,BettyMcCollum04,D,MN,Mon Jan 25 23:50:18 +0000 2021,medical,pro_vaccine,"The tweet discusses vaccine availability for seniors, indicating support for vaccination efforts."
90,BettyMcCollum04,D,MN,Tue Jan 19 19:05:56 +0000 2021,medical,pro_vaccine,"The tweet discusses a COVID vaccine pilot program aimed at vulnerable populations, indicating support for vaccination efforts."
91,BettyMcCollum04,D,MN,Wed Jan 06 22:57:52 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet references conspiracy theories and lies, suggesting a negative view towards the information surrounding vaccines."
92,BettyMcCollum04,D,MN,Tue Dec 22 02:33:08 +0000 2020,medical,pro_vaccine,"The tweet highlights accelerated vaccine distribution as part of a relief package, indicating support for vaccination efforts."
93,BettyMcCollum04,D,MN,Sun Dec 20 16:33:00 +0000 2020,medical,pro_vaccine,"The tweet encourages viewers to seek information about the COVID-19 vaccine, indicating support for vaccination."
94,BettyMcCollum04,D,MN,Tue Dec 15 16:41:48 +0000 2020,medical,pro_vaccine,"The tweet highlights the administration of a vaccine dose, indicating support for vaccination efforts."
95,BettyMcCollum04,D,MN,Mon Dec 14 23:02:00 +0000 2020,medical,pro_vaccine,"The tweet emphasizes the importance of access to the COVID-19 vaccine, indicating support for vaccination efforts."
96,BettyMcCollum04,D,MN,Sat Nov 14 21:39:00 +0000 2020,other,mixed_or_unclear,"The tweet does not mention vaccines or related topics, making it unclear in terms of framing and stance."
97,BettyMcCollum04,D,MN,Thu Oct 29 18:45:01 +0000 2020,medical,pro_vaccine,"The tweet expresses support for the FDA's commitment to the development of a COVID-19 vaccine, indicating a pro-vaccine stance."
98,BettyMcCollum04,D,MN,Sun Oct 18 22:44:52 +0000 2020,other,mixed_or_unclear,"The tweet does not mention vaccines or related topics, making it unclear in terms of stance."
99,BettyMcCollum04,D,MN,Mon Aug 31 18:33:11 +0000 2020,medical,pro_vaccine,"The tweet emphasizes the importance of vaccination for health protection, indicating a supportive stance towards vaccines."
100,BettyMcCollum04,D,MN,Thu Jul 02 17:29:00 +0000 2020,medical,pro_vaccine,The tweet expresses eagerness for a COVID-19 vaccine while emphasizing the importance of safety and effectiveness.
101,BettyMcCollum04,D,MN,Thu Apr 30 21:43:00 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet implies a manipulation related to the pandemic, suggesting a distrust in the narrative surrounding COVID-19 and vaccines."
102,BettyMcCollum04,D,MN,Mon Apr 27 21:57:33 +0000 2020,medical,pro_vaccine,"The tweet emphasizes the efficiency and cost-effectiveness of vaccines in improving global health, supporting vaccination."
103,BettyMcCollum04,D,MN,Wed Mar 04 21:47:52 +0000 2020,medical,pro_vaccine,"The tweet highlights funding for vaccine development, indicating support for vaccination efforts."
104,BettyMcCollum04,D,MN,Fri Feb 28 00:43:27 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet accuses someone of spreading misinformation about the vaccine's availability, suggesting skepticism towards vaccines."
105,BettyMcCollum04,D,MN,Tue Feb 25 21:03:25 +0000 2020,medical,pro_vaccine,"The tweet emphasizes the life-saving power of vaccines, indicating support for vaccination."
106,BettyMcCollum04,D,MN,Tue Feb 25 17:17:13 +0000 2020,medical,pro_vaccine,"The tweet highlights the life-saving work of a vaccine alliance, promoting the importance of vaccines."
107,BillPascrell,D,NJ,Mon Dec 20 20:59:53 +0000 2021,mandate_rights,anti_vaccine,"The tweet criticizes a vaccine mandate and refers to it as propaganda and lies, indicating an anti-vaccine stance."
108,BillPascrell,D,NJ,Thu Dec 16 01:33:47 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet accuses elected republicans of spreading lies about vaccines, implying misinformation and fear-mongering."
109,BillPascrell,D,NJ,Wed Dec 15 04:19:06 +0000 2021,other,mixed_or_unclear,"The tweet does not mention vaccines or related topics, making it difficult to categorize."
110,BillPascrell,D,NJ,Thu Dec 09 20:21:39 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet suggests a conspiracy regarding a fake national security emergency, which implies skepticism towards official narratives, including those about vaccines."
111,BillPascrell,D,NJ,Mon Dec 06 21:23:36 +0000 2021,mandate_rights,anti_vaccine,"The tweet criticizes Republicans for opposing vaccine mandates, implying that this opposition is harmful and prolongs the pandemic."
112,BillPascrell,D,NJ,Thu Dec 02 19:47:04 +0000 2021,mandate_rights,anti_vaccine,"The tweet criticizes Republicans for refusing to comply with vaccine requirements, indicating a stance against mandates."
113,BillPascrell,D,NJ,Thu Dec 02 18:30:39 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet accuses elected republicans of spreading disinformation and lies about vaccines, suggesting a negative view towards vaccination efforts."
114,BillPascrell,D,NJ,Wed Dec 01 16:47:01 +0000 2021,other,pro_vaccine,"The tweet criticizes Republicans for undermining vaccines, indicating support for vaccination efforts."
115,BillPascrell,D,NJ,Thu Nov 18 17:47:16 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet implies a connection between GOP leadership and conspiracy theories, suggesting a negative view towards their stance on vaccines."
116,BillPascrell,D,NJ,Tue Nov 16 17:04:12 +0000 2021,medical,pro_vaccine,The tweet highlights the negative impact of attacking vaccines on public health and emphasizes the urgency of vaccination to save lives.
117,BillPascrell,D,NJ,Mon Sep 27 18:06:26 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the effectiveness and safety of vaccines, encouraging vaccination."
118,BillPascrell,D,NJ,Fri Sep 17 16:03:32 +0000 2021,mandate_rights,pro_vaccine,"The tweet compares vaccine mandates to seatbelt laws, suggesting support for mandates while criticizing opposition."
119,BillPascrell,D,NJ,Fri Sep 10 00:48:56 +0000 2021,mandate_rights,anti_vaccine,"The tweet criticizes vaccine mandates as a violation of freedom, indicating an anti-vaccine stance."
120,BillPascrell,D,NJ,Thu Sep 09 21:35:07 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet refers to 'toxic science and vaccine lies,' suggesting a belief in misinformation about vaccines."
121,BillPascrell,D,NJ,Mon Aug 30 14:05:21 +0000 2021,medical,pro_vaccine,"The tweet criticizes Republican senators for not endorsing a proven lifesaving vaccine, indicating support for vaccination."
122,BillPascrell,D,NJ,Sun Aug 15 15:47:32 +0000 2021,other,anti_vaccine,"The tweet condemns an anti-vaccine mob, framing the opposition to vaccines in a negative light."
123,BillPascrell,D,NJ,Wed Aug 04 13:01:18 +0000 2021,mandate_rights,mixed_or_unclear,"The tweet references a quote about leadership in the context of vaccines, suggesting a focus on personal choice but lacks clear support or opposition to vaccination."
124,BillPascrell,D,NJ,Tue Aug 03 22:23:53 +0000 2021,other,mixed_or_unclear,The tweet criticizes the Republican party's stance on vaccines but does not explicitly state a pro or anti-vaccine position.
125,BillPascrell,D,NJ,Wed Jul 21 15:12:30 +0000 2021,medical,pro_vaccine,"The tweet highlights the urgency and need for vaccination as expressed by dying COVID patients, emphasizing the medical aspect of vaccine effectiveness."
126,BillPascrell,D,NJ,Mon Jun 14 18:01:22 +0000 2021,other,anti_vaccine,"The tweet criticizes political leaders for their handling of the vaccine, implying a negative view of vaccination efforts."
127,BillPascrell,D,NJ,Sun Jun 13 14:49:24 +0000 2021,medical,pro_vaccine,"The tweet highlights vaccination rates, implying a positive view on vaccination efforts."
128,BillPascrell,D,NJ,Mon May 10 14:51:34 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet accuses a senator of spreading lies about the vaccine, implying misinformation and a negative stance towards vaccine promotion."
129,BillPascrell,D,NJ,Mon May 03 19:56:51 +0000 2021,mandate_rights,pro_vaccine,"The tweet promotes vaccination while mentioning a requirement (showing a vax card) and a reward, indicating a pro-vaccine stance with a focus on personal choice."
130,BillPascrell,D,NJ,Fri Apr 30 13:39:06 +0000 2021,medical,pro_vaccine,The tweet emphasizes the effectiveness of the vaccine and its role in reducing hospitalization risk.
131,BillPascrell,D,NJ,Wed Apr 28 16:54:12 +0000 2021,medical,pro_vaccine,"The tweet highlights the positive aspects of the vaccine's production process and the scientists involved, indicating support for vaccination."
132,BillPascrell,D,NJ,Mon Apr 12 16:09:11 +0000 2021,other,mixed_or_unclear,"The tweet does not mention vaccines or related topics, making it unclear in terms of framing and stance."
133,BillPascrell,D,NJ,Mon Apr 05 15:46:35 +0000 2021,medical,pro_vaccine,"The tweet emphasizes the importance of vaccines and leadership, indicating support for vaccination."
134,BillPascrell,D,NJ,Sat Mar 27 14:26:30 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet suggests that the crisis around vaccines is fabricated, indicating a belief in misinformation."
135,BillPascrell,D,NJ,Fri Mar 26 16:30:13 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet references a 'fake' narrative, suggesting a distrust in official information, which aligns with anti-vaccine sentiments."
136,BillPascrell,D,NJ,Fri Mar 05 19:51:05 +0000 2021,medical,pro_vaccine,"The tweet encourages vaccination and thanks workers at a vaccine site, indicating support for vaccination efforts."
137,BillPascrell,D,NJ,Mon Mar 01 19:13:09 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet implies a negative view of Republicans' vaccine willingness, suggesting misinformation about vaccine acceptance."
138,BillPascrell,D,NJ,Mon Mar 01 14:35:11 +0000 2021,medical,pro_vaccine,"The tweet promotes vaccine eligibility for essential workers, indicating support for vaccination efforts."
139,BillPascrell,D,NJ,Thu Feb 25 20:13:43 +0000 2021,other,mixed_or_unclear,The tweet does not provide a clear stance on vaccines and focuses on appointment availability.
140,BillPascrell,D,NJ,Thu Feb 25 19:55:43 +0000 2021,medical,pro_vaccine,The tweet encourages vaccination by providing information on registration for eligible individuals.
141,BillPascrell,D,NJ,Thu Feb 25 16:25:40 +0000 2021,medical,pro_vaccine,The tweet emphasizes the importance of vaccination for personal and community protection.
142,BillPascrell,D,NJ,Thu Feb 11 22:36:17 +0000 2021,medical,pro_vaccine,"The tweet highlights the acceleration of vaccine supply, indicating support for vaccination efforts."
143,BillPascrell,D,NJ,Fri Feb 05 00:03:19 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet references a conspiracy theorist, which suggests a negative view towards misinformation often associated with anti-vaccine sentiments."
144,BillPascrell,D,NJ,Thu Feb 04 13:40:58 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet implies a connection between various conspiracy theories and negative sentiments towards certain groups, suggesting a distrust in established narratives, which can extend to vaccines."
145,BillPascrell,D,NJ,Thu Feb 04 03:26:34 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet labels an individual as a conspiracy theorist, which suggests a negative view towards vaccine-related information and promotes doubt."
146,BillPascrell,D,NJ,Wed Feb 03 22:25:58 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet references antisemitic conspiracy theories, suggesting a broader distrust in established narratives, which often includes vaccine misinformation."
147,BillPascrell,D,NJ,Sun Jan 31 16:06:16 +0000 2021,other,mixed_or_unclear,"The tweet does not mention vaccines or related topics, making it difficult to categorize."
148,BillPascrell,D,NJ,Sun Jan 31 01:02:32 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet references conspiracy theories, indicating a stance against established narratives, which can include vaccine skepticism."
149,BillPascrell,D,NJ,Fri Jan 29 02:15:00 +0000 2021,conspiracy_misinfo,anti_vaccine,"The tweet references a conspiracy theory, which aligns with the frame of conspiracy misinformation and suggests an anti-vaccine stance by promoting distrust in established narratives."
150,BillPascrell,D,NJ,Mon Dec 21 17:34:49 +0000 2020,medical,pro_vaccine,"The tweet discusses the distribution of vaccines and seeks answers from HHS, indicating support for vaccine efforts."
151,BillPascrell,D,NJ,Wed Dec 16 19:54:26 +0000 2020,other,mixed_or_unclear,"The tweet does not mention vaccines or related topics, making it unclear in terms of framing and stance."
152,BillPascrell,D,NJ,Tue Dec 15 20:24:18 +0000 2020,medical,pro_vaccine,"The tweet highlights the creation of vaccines as a significant achievement during difficult times, indicating support for vaccination."
153,BillPascrell,D,NJ,Sun Dec 13 16:38:45 +0000 2020,medical,pro_vaccine,"The tweet indicates the arrival of vaccine doses, suggesting support for vaccination efforts."
154,BillPascrell,D,NJ,Mon Dec 07 15:16:06 +0000 2020,conspiracy_misinfo,anti_vaccine,"The tweet criticizes a doctor who is against vaccines, implying a connection to misinformation or conspiracy against vaccination efforts."
155,BillPascrell,D,NJ,Sat Nov 28 19:49:31 +0000 2020,medical,pro_vaccine,"The tweet discusses the approval of COVID vaccines, indicating support for their availability and use."
